user_id#merchant_id,user_id,merchant_id,age_range,gender
104687#4086,104687,4086,7,0
98047#2480,98047,2480,3,0
98047#1811,98047,1811,3,0
64959#3568,64959,3568,1,0
5591#750,5591,750,2,0
5591#3968,5591,3968,2,0
16255#3464,16255,3464,4,1
21230#637,21230,637,2,1
7286#3689,7286,3689,3,0
7286#4072,7286,4072,3,0
38616#2545,38616,2545,2,0
21177#4381,21177,4381,5,1
21177#1907,21177,1907,5,1
84661#2829,84661,2829,3,0
84661#750,84661,750,3,0
15161#2694,15161,2694,5,0
66208#3286,66208,3286,2,1
6450#400,6450,400,5,0
13461#4873,13461,4873,7,0
82339#2642,82339,2642,5,0
11950#4784,11950,4784,3,1
29857#4103,29857,4103,3,0
20580#4067,20580,4067,1,0
77371#3958,77371,3958,7,0
67573#4688,67573,4688,2,0
50257#1811,50257,1811,7,0
3451#4365,3451,4365,7,1
1881#3925,1881,3925,2,1
12040#2883,12040,2883,4,0
12040#1811,12040,1811,4,0
7820#2463,7820,2463,7,0
11809#397,11809,397,4,0
34115#501,34115,501,2,0
41243#3395,41243,3395,7,0
89313#845,89313,845,3,0
83265#3071,83265,3071,2,0
85075#2757,85075,2757,2,0
85075#4072,85075,4072,2,0
85075#2533,85075,2533,2,0
61282#1472,61282,1472,3,2
86014#1701,86014,1701,1,1
50225#2127,50225,2127,1,0
63376#4982,63376,4982,1,0
51660#2988,51660,2988,2,0
100352#362,100352,362,4,0
64044#4939,64044,4939,7,2
64044#844,64044,844,7,2
1966#1020,1966,1020,2,0
81415#2667,81415,2667,2,1
71248#2182,71248,2182,3,0
86323#4716,86323,4716,3,1
31866#2171,31866,2171,2,1
26607#1358,26607,1358,7,0
31272#5,31272,5,2,0
32084#3218,32084,3218,3,1
43637#4411,43637,4411,5,0
81962#4628,81962,4628,6,0
27062#138,27062,138,7,0
98088#2487,98088,2487,1,0
98088#2379,98088,2379,1,0
98088#3218,98088,3218,1,0
98088#199,98088,199,1,0
101852#2224,101852,2224,2,1
101852#199,101852,199,2,1
101852#2614,101852,2614,2,1
60585#1324,60585,1324,2,2
60585#2883,60585,2883,2,2
40714#922,40714,922,3,0
30823#1473,30823,1473,3,0
30823#3835,30823,3835,3,0
58044#1021,58044,1021,7,1
62134#2842,62134,2842,2,0
88705#4210,88705,4210,2,1
88705#501,88705,501,2,1
101899#833,101899,833,3,1
99270#3772,99270,3772,2,0
66443#1155,66443,1155,7,1
78785#1287,78785,1287,2,0
52335#2667,52335,2667,1,0
77565#1282,77565,1282,1,1
86270#5,86270,5,2,0
35522#501,35522,501,4,1
42394#2821,42394,2821,7,0
71808#3362,71808,3362,5,0
98106#3036,98106,3036,3,0
103293#4963,103293,4963,7,1
9935#2702,9935,2702,4,1
82806#2867,82806,2867,4,0
68567#2815,68567,2815,3,0
24825#3645,24825,3645,4,0
37373#2915,37373,2915,4,0
18251#144,18251,144,3,0
36927#144,36927,144,3,0
36927#3249,36927,3249,3,0
76011#521,76011,521,5,0
16413#1815,16413,1815,4,1
81663#1235,81663,1235,3,0
31870#1174,31870,1174,2,0
48691#4043,48691,4043,1,0
36029#3135,36029,3135,7,0
36911#4859,36911,4859,4,1
78983#811,78983,811,7,0
78983#1886,78983,1886,7,0
78983#3965,78983,3965,7,0
94715#3670,94715,3670,1,0
102851#3901,102851,3901,2,0
85812#716,85812,716,5,0
44101#2979,44101,2979,1,0
44101#4982,44101,4982,1,0
44101#4667,44101,4667,1,0
14863#4881,14863,4881,2,0
63999#2353,63999,2353,7,0
63999#3854,63999,3854,7,0
16398#78,16398,78,3,1
67975#3160,67975,3160,3,0
13020#4822,13020,4822,1,1
52276#2925,52276,2925,2,0
46422#501,46422,501,3,0
52893#4103,52893,4103,2,0
102545#4061,102545,4061,1,0
102545#3759,102545,3759,1,0
59688#3765,59688,3765,1,1
59688#2815,59688,2815,1,1
67197#4314,67197,4314,3,1
45066#4081,45066,4081,1,1
27115#811,27115,811,3,0
5060#4476,5060,4476,2,0
71350#2234,71350,2234,7,1
20267#2901,20267,2901,7,0
21904#965,21904,965,7,1
54178#3470,54178,3470,4,1
54569#3807,54569,3807,2,0
30654#1579,30654,1579,2,1
104902#3362,104902,3362,2,0
91189#270,91189,270,4,1
91301#1824,91301,1824,7,0
68094#491,68094,491,3,0
45138#2513,45138,2513,1,0
21885#3807,21885,3807,3,1
63175#78,63175,78,1,0
52425#3464,52425,3464,7,0
65675#371,65675,371,7,0
42470#3246,42470,3246,7,0
42470#3854,42470,3854,7,0
42470#3921,42470,3921,7,0
72427#2041,72427,2041,2,0
72427#1180,72427,1180,2,0
72427#4103,72427,4103,2,0
72427#3848,72427,3848,2,0
72427#741,72427,741,2,0
49532#596,49532,596,4,0
59515#3692,59515,3692,2,0
32624#452,32624,452,1,0
7198#168,7198,168,2,0
94412#4701,94412,4701,3,0
23350#1472,23350,1472,3,0
58179#851,58179,851,3,1
58179#4000,58179,4000,3,1
58179#4982,58179,4982,3,1
58179#2083,58179,2083,3,1
90376#3249,90376,3249,3,1
46372#716,46372,716,2,0
63485#3752,63485,3752,4,0
63485#1445,63485,1445,4,0
44840#5,44840,5,3,0
44840#276,44840,276,3,0
44840#270,44840,270,3,0
44840#1897,44840,1897,3,0
91604#264,91604,264,2,0
50735#1189,50735,1189,7,0
73352#4430,73352,4430,1,1
16181#1581,16181,1581,1,1
95333#4707,95333,4707,6,1
40545#4531,40545,4531,2,0
96399#2176,96399,2176,3,0
79263#2275,79263,2275,2,0
79263#2480,79263,2480,2,0
79263#1284,79263,1284,2,0
6253#4692,6253,4692,5,0
66145#2541,66145,2541,5,0
66145#2598,66145,2598,5,0
66145#1091,66145,1091,5,0
43337#2454,43337,2454,7,0
102924#28,102924,28,2,0
100#4965,100,4965,3,0
96829#1976,96829,1976,1,0
35201#2459,35201,2459,4,0
14920#2980,14920,2980,7,2
28011#195,28011,195,1,0
28011#4982,28011,4982,1,0
36885#1243,36885,1243,2,0
77647#3854,77647,3854,7,0
77647#1309,77647,1309,7,0
4018#1064,4018,1064,5,1
277#965,277,965,7,0
277#3251,277,3251,7,0
6998#1369,6998,1369,4,0
9082#2343,9082,2343,4,0
101309#1382,101309,1382,2,1
101309#325,101309,325,2,1
58343#1472,58343,1472,3,0
655#2603,655,2603,3,0
49315#1753,49315,1753,2,0
15357#3761,15357,3761,3,2
102169#872,102169,872,1,0
102169#814,102169,814,1,0
101922#851,101922,851,1,0
23785#530,23785,530,7,1
77425#4988,77425,4988,2,0
77425#2262,77425,2262,2,0
94848#4755,94848,4755,2,0
97726#2502,97726,2502,3,0
62842#1250,62842,1250,3,0
62842#4011,62842,4011,3,0
23781#4594,23781,4594,7,1
48222#3323,48222,3323,3,2
48063#3546,48063,3546,3,2
76686#2736,76686,2736,7,1
28852#814,28852,814,3,2
32452#2780,32452,2780,3,1
85086#2171,85086,2171,7,0
85086#2603,85086,2603,7,0
94247#2449,94247,2449,1,1
104531#2806,104531,2806,1,1
104531#361,104531,361,1,1
53206#844,53206,844,4,0
68504#2676,68504,2676,2,0
68504#3355,68504,3355,2,0
101078#634,101078,634,5,0
101078#3470,101078,3470,5,0
95882#156,95882,156,1,0
102505#2904,102505,2904,7,0
64780#2141,64780,2141,1,1
62169#3965,62169,3965,1,0
90067#2480,90067,2480,2,0
84440#4594,84440,4594,2,1
84440#3525,84440,3525,2,1
84440#3572,84440,3572,2,1
57472#2831,57472,2831,4,0
90279#1324,90279,1324,7,0
28234#1091,28234,1091,7,1
28234#289,28234,289,7,1
104862#2445,104862,2445,3,0
16071#3323,16071,3323,6,0
16071#31,16071,31,6,0
16071#3345,16071,3345,6,0
27088#2000,27088,2000,2,0
55142#3172,55142,3172,4,0
57465#4863,57465,4863,3,0
62279#2815,62279,2815,1,1
62279#2353,62279,2353,1,1
5220#637,5220,637,2,0
93319#1897,93319,1897,2,0
17928#1376,17928,1376,5,1
66070#2835,66070,2835,5,0
45774#2383,45774,2383,3,2
9284#82,9284,82,1,0
52217#255,52217,255,2,0
33769#1189,33769,1189,2,0
6357#2356,6357,2356,2,0
46825#199,46825,199,3,1
91635#2626,91635,2626,3,0
87791#3438,87791,3438,2,0
95449#2234,95449,2234,3,0
34502#2805,34502,2805,2,1
37281#851,37281,851,7,0
72841#346,72841,346,2,0
19737#1708,19737,1708,7,0
11280#2426,11280,2426,5,1
91914#4515,91914,4515,3,0
95946#4995,95946,4995,7,0
67633#3485,67633,3485,2,1
89255#1657,89255,1657,5,0
89255#3854,89255,3854,5,0
49308#3928,49308,3928,4,0
80224#604,80224,604,1,1
2925#1026,2925,1026,1,1
101203#2459,101203,2459,4,1
80216#1755,80216,1755,7,0
49702#1477,49702,1477,3,0
83348#4398,83348,4398,2,0
11125#1581,11125,1581,1,1
101112#4531,101112,4531,2,0
26742#4836,26742,4836,5,1
67208#210,67208,210,7,0
57942#3098,57942,3098,2,0
96462#2904,96462,2904,2,1
81032#4780,81032,4780,3,0
81032#2548,81032,2548,3,0
24173#3331,24173,3331,2,0
24173#4103,24173,4103,2,0
89188#4863,89188,4863,2,1
58446#2224,58446,2224,7,0
58446#1526,58446,1526,7,0
10154#4492,10154,4492,3,0
60296#1031,60296,1031,4,1
60957#872,60957,872,2,0
60840#3360,60840,3360,1,0
99348#823,99348,823,7,1
9930#1250,9930,1250,3,0
14747#2262,14747,2262,2,0
103043#1973,103043,1973,4,0
77762#1688,77762,1688,2,1
19394#3321,19394,3321,4,0
59902#3382,59902,3382,2,0
96010#1996,96010,1996,1,1
19722#750,19722,750,4,0
5282#1391,5282,1391,5,0
97708#2171,97708,2171,2,0
532#678,532,678,1,1
75355#2889,75355,2889,7,0
75355#2422,75355,2422,7,0
49517#850,49517,850,3,0
30728#3999,30728,3999,4,2
30728#1599,30728,1599,4,2
100761#1209,100761,1209,4,0
48671#1738,48671,1738,7,0
88916#3772,88916,3772,1,1
82834#2910,82834,2910,2,0
87809#579,87809,579,3,0
41249#3688,41249,3688,2,0
55216#3939,55216,3939,7,0
3565#4081,3565,4081,6,0
25984#866,25984,866,7,1
104940#2680,104940,2680,2,1
89163#1632,89163,1632,1,0
95191#1360,95191,1360,7,1
45273#1284,45273,1284,1,0
48265#2356,48265,2356,5,0
44848#4531,44848,4531,3,0
44848#4491,44848,4491,3,0
85392#2192,85392,2192,7,2
27926#1701,27926,1701,7,1
63185#2459,63185,2459,5,0
68645#139,68645,139,2,1
68645#1046,68645,1046,2,1
64338#3327,64338,3327,2,0
28818#1055,28818,1055,5,0
45778#4774,45778,4774,2,1
29505#1891,29505,1891,5,0
77917#291,77917,291,7,0
37750#2459,37750,2459,3,0
5557#4103,5557,4103,5,0
50828#4863,50828,4863,7,0
8091#2127,8091,2127,7,1
2382#2060,2382,2060,4,0
2382#2642,2382,2642,4,0
29240#1229,29240,1229,3,1
48443#4182,48443,4182,1,0
36748#4381,36748,4381,3,1
28698#3517,28698,3517,5,0
75206#2883,75206,2883,7,0
75206#3864,75206,3864,7,0
72739#845,72739,845,7,0
72739#3249,72739,3249,7,0
100152#3670,100152,3670,2,0
47607#2548,47607,2548,4,0
62771#1196,62771,1196,2,0
36755#864,36755,864,1,0
15320#1824,15320,1824,1,0
55830#3218,55830,3218,2,0
79157#3811,79157,3811,2,1
79157#4335,79157,4335,2,1
24703#2829,24703,2829,3,1
24703#1811,24703,1811,3,1
60858#1897,60858,1897,7,0
27369#2211,27369,2211,2,0
27369#845,27369,845,2,0
91358#2018,91358,2018,1,0
73694#2422,73694,2422,7,0
25268#1827,25268,1827,7,1
32807#4835,32807,4835,2,0
26669#415,26669,415,3,0
83061#1936,83061,1936,2,1
5341#3671,5341,3671,4,0
13670#1021,13670,1021,7,0
13670#1785,13670,1785,7,0
57319#1243,57319,1243,3,0
10039#4958,10039,4958,2,0
45955#2729,45955,2729,7,0
97247#962,97247,962,2,0
45406#1340,45406,1340,1,0
6804#4133,6804,4133,2,1
101427#2171,101427,2171,5,1
59043#1769,59043,1769,7,2
78823#3818,78823,3818,7,0
78823#4777,78823,4777,7,0
17275#2230,17275,2230,7,0
31365#4562,31365,4562,7,0
31365#80,31365,80,7,0
5841#2904,5841,2904,7,0
94446#2792,94446,2792,1,0
94446#4779,94446,4779,1,0
94446#501,94446,501,1,0
49699#951,49699,951,4,0
49699#4995,49699,4995,4,0
64775#1335,64775,1335,7,0
57800#2192,57800,2192,2,1
57800#1059,57800,1059,2,1
57800#2829,57800,2829,2,1
40393#3566,40393,3566,7,0
29562#716,29562,716,2,1
21663#2806,21663,2806,1,1
63655#901,63655,901,2,0
77612#3807,77612,3807,3,1
40666#121,40666,121,3,1
40666#2409,40666,2409,3,1
80751#3928,80751,3928,1,0
72780#4926,72780,4926,3,0
72780#3331,72780,3331,3,0
48278#3438,48278,3438,1,0
32294#1857,32294,1857,2,0
96909#3067,96909,3067,2,1
89657#4104,89657,4104,2,1
21480#1073,21480,1073,2,0
20371#3716,20371,3716,3,0
96154#1488,96154,1488,4,1
98849#2459,98849,2459,7,1
105910#814,105910,814,7,0
27410#1636,27410,1636,4,0
27410#348,27410,348,4,0
74926#4365,74926,4365,3,1
103204#626,103204,626,3,0
20503#939,20503,939,5,1
44662#1576,44662,1576,4,0
80921#3685,80921,3685,3,1
25145#326,25145,326,2,1
85628#2522,85628,2522,3,0
100864#3587,100864,3587,7,0
100864#1245,100864,1245,7,0
21055#2409,21055,2409,3,0
80542#2689,80542,2689,2,0
78900#922,78900,922,4,0
78900#4956,78900,4956,4,0
5935#939,5935,939,7,1
5935#1391,5935,1391,7,1
5935#4634,5935,4634,7,1
5935#351,5935,351,7,1
2934#1581,2934,1581,1,0
68037#814,68037,814,3,0
104977#1164,104977,1164,3,0
86127#1360,86127,1360,2,0
101212#3580,101212,3580,2,0
38652#722,38652,722,1,0
54173#44,54173,44,2,1
63851#637,63851,637,3,1
37623#4452,37623,4452,3,0
75839#845,75839,845,3,0
102022#1897,102022,1897,3,0
102022#4492,102022,4492,3,0
86644#2234,86644,2234,4,0
101921#596,101921,596,2,2
101921#320,101921,320,2,2
98919#3464,98919,3464,2,1
63841#757,63841,757,5,0
29935#210,29935,210,7,0
2938#1976,2938,1976,2,1
67306#866,67306,866,6,1
6485#410,6485,410,7,0
91432#2618,91432,2618,2,1
55270#3218,55270,3218,1,0
85421#501,85421,501,7,1
43648#3118,43648,3118,3,0
60741#3548,60741,3548,6,0
102500#604,102500,604,2,0
20989#2691,20989,2691,2,0
6757#1891,6757,1891,5,0
19576#2182,19576,2182,7,0
68457#44,68457,44,3,0
28229#3071,28229,3071,7,0
15110#1811,15110,1811,3,1
62016#1245,62016,1245,2,0
41196#2780,41196,2780,3,1
34712#1822,34712,1822,6,0
34712#999,34712,999,6,0
29345#2522,29345,2522,4,1
44574#4594,44574,4594,2,1
93308#2459,93308,2459,3,0
93308#4863,93308,4863,3,0
93308#1046,93308,1046,3,0
52110#814,52110,814,1,0
52110#1758,52110,1758,1,0
41328#2805,41328,2805,5,0
85361#156,85361,156,3,1
80532#4854,80532,4854,3,1
42910#4466,42910,4466,3,0
5547#1287,5547,1287,1,0
75699#1629,75699,1629,2,2
75699#2175,75699,2175,2,2
75699#4628,75699,4628,2,2
75699#1250,75699,1250,2,2
12993#3036,12993,3036,2,1
42676#2141,42676,2141,2,1
22186#1737,22186,1737,5,1
21762#2964,21762,2964,3,0
21762#2915,21762,2915,3,0
100243#3887,100243,3887,5,1
16083#3030,16083,3030,4,0
16083#521,16083,521,4,0
16083#4784,16083,4784,4,0
45928#255,45928,255,2,1
17296#44,17296,44,3,0
99082#3803,99082,3803,3,0
97500#1982,97500,1982,4,0
38928#1020,38928,1020,7,1
29655#2591,29655,2591,3,0
42089#1897,42089,1897,2,1
29624#4216,29624,4216,3,1
42707#348,42707,348,7,0
42707#2018,42707,2018,7,0
105996#4406,105996,4406,2,0
105996#4941,105996,4941,2,0
8499#2883,8499,2883,3,0
31292#3136,31292,3136,6,0
6341#1245,6341,1245,5,0
37016#3670,37016,3670,1,0
46066#1360,46066,1360,2,0
1514#2480,1514,2480,3,0
1514#274,1514,274,3,0
34186#4466,34186,4466,1,0
34186#291,34186,291,1,0
34186#318,34186,318,1,0
29864#2829,29864,2829,2,0
15937#1690,15937,1690,7,2
15937#2988,15937,2988,7,2
15937#2904,15937,2904,7,2
37522#1827,37522,1827,2,0
12143#1250,12143,1250,5,0
12143#3576,12143,3576,5,0
57809#4306,57809,4306,7,0
95986#2290,95986,2290,3,2
88673#3011,88673,3011,7,0
15391#2682,15391,2682,2,0
35534#2412,35534,2412,1,0
22349#841,22349,841,7,1
49097#845,49097,845,2,1
49097#1363,49097,1363,2,1
20224#351,20224,351,1,1
54072#2184,54072,2184,7,1
91800#977,91800,977,2,0
37967#3517,37967,3517,6,0
37967#851,37967,851,6,0
28345#4085,28345,4085,3,2
21103#4772,21103,4772,5,0
21103#3398,21103,3398,5,0
21430#1369,21430,1369,3,0
21430#3470,21430,3470,3,0
73479#2835,73479,2835,3,2
3834#4982,3834,4982,5,0
3834#3218,3834,3218,5,0
83260#3362,83260,3362,3,0
83260#1196,83260,1196,3,0
83260#2434,83260,2434,3,0
79547#1284,79547,1284,3,0
75160#501,75160,501,1,1
75160#3807,75160,3807,1,1
90900#4863,90900,4863,2,0
38188#1573,38188,1573,3,1
38188#3807,38188,3807,3,1
98079#3100,98079,3100,2,0
30575#4590,30575,4590,3,2
100451#4554,100451,4554,1,0
28921#3962,28921,3962,3,0
25899#2959,25899,2959,1,0
102525#983,102525,983,7,0
89806#2182,89806,2182,2,0
1229#2522,1229,2522,3,0
59038#3398,59038,3398,7,0
47235#1376,47235,1376,5,1
340#965,340,965,2,0
13475#2613,13475,2613,3,1
17425#2727,17425,2727,7,0
79356#44,79356,44,3,0
48142#1629,48142,1629,7,0
51352#4281,51352,4281,2,0
51352#2459,51352,2459,2,0
13656#3067,13656,3067,3,1
49012#2747,49012,2747,7,0
5971#94,5971,94,3,0
15226#3470,15226,3470,1,1
78399#634,78399,634,4,1
64040#933,64040,933,3,0
36658#4103,36658,4103,7,0
88275#4072,88275,4072,2,0
92191#294,92191,294,2,0
92191#4345,92191,4345,2,0
1758#4987,1758,4987,2,0
22966#2680,22966,2680,4,1
94501#597,94501,597,1,0
94501#4873,94501,4873,1,0
48594#634,48594,634,4,1
35549#2603,35549,2603,2,0
89960#270,89960,270,4,0
89960#471,89960,471,4,0
89960#4667,89960,4667,4,0
5839#1021,5839,1021,5,0
26973#3100,26973,3100,7,1
26973#2389,26973,2389,7,1
28129#2273,28129,2273,2,1
97208#3341,97208,3341,3,0
101371#604,101371,604,3,0
101371#750,101371,750,3,0
96377#3579,96377,3579,3,0
96377#3218,96377,3218,3,0
94009#2454,94009,2454,7,2
95204#4218,95204,4218,1,0
44321#4072,44321,4072,2,0
64062#2747,64062,2747,5,0
34261#975,34261,975,3,0
55686#3608,55686,3608,5,0
55686#638,55686,638,5,0
55686#2591,55686,2591,5,0
52476#604,52476,604,5,1
7832#4712,7832,4712,3,0
7832#3533,7832,3533,3,0
74687#1097,74687,1097,2,0
40399#1994,40399,1994,2,0
84542#3264,84542,3264,7,1
7186#3670,7186,3670,5,0
35608#1897,35608,1897,7,0
5251#2548,5251,2548,3,1
9424#4730,9424,4730,2,0
9424#4072,9424,4072,2,0
74966#1397,74966,1397,2,0
35753#3458,35753,3458,3,0
81734#3047,81734,3047,5,0
33881#991,33881,991,2,0
87768#4052,87768,4052,1,0
87768#4730,87768,4730,1,0
40596#4411,40596,4411,4,0
33325#2603,33325,2603,2,0
56052#3573,56052,3573,7,1
101014#4025,101014,4025,2,1
103621#2875,103621,2875,2,0
8811#4035,8811,4035,3,0
31156#3848,31156,3848,7,0
29459#371,29459,371,4,0
82357#4316,82357,4316,7,2
21677#2591,21677,2591,7,0
21677#4452,21677,4452,7,0
70638#1019,70638,1019,3,1
11237#3965,11237,3965,1,0
98357#1665,98357,1665,7,1
85926#845,85926,845,2,0
69803#4659,69803,4659,2,0
105912#455,105912,455,2,0
22969#4670,22969,4670,2,1
79865#2983,79865,2983,4,0
36213#320,36213,320,3,0
36213#251,36213,251,3,0
36213#541,36213,541,3,0
40462#2976,40462,2976,2,0
40462#1581,40462,1581,2,0
71414#4005,71414,4005,4,2
71414#2131,71414,2131,4,2
71414#336,71414,336,4,2
71414#3818,71414,3818,4,2
100737#2831,100737,2831,4,1
91883#2898,91883,2898,3,0
91883#2171,91883,2171,3,0
91883#1811,91883,1811,3,0
103852#119,103852,119,6,1
74023#81,74023,81,7,0
99469#2988,99469,2988,2,1
79347#3438,79347,3438,2,0
79347#75,79347,75,2,0
79347#294,79347,294,2,0
69659#814,69659,814,5,1
55122#4085,55122,4085,4,1
58664#3374,58664,3374,1,0
77646#1397,77646,1397,3,1
55998#1545,55998,1545,1,1
37347#3285,37347,3285,4,0
99360#318,99360,318,2,1
99360#3082,99360,3082,2,1
53962#3925,53962,3925,2,1
53962#4466,53962,4466,2,1
14193#814,14193,814,7,0
26828#1591,26828,1591,7,0
75360#3901,75360,3901,4,1
37698#1897,37698,1897,2,0
37698#2904,37698,2904,2,0
20888#2182,20888,2182,1,0
67741#2379,67741,2379,2,1
75146#397,75146,397,2,0
98834#689,98834,689,7,0
98834#833,98834,833,7,0
68467#4325,68467,4325,2,0
87067#3688,87067,3688,7,0
20872#4822,20872,4822,1,1
99350#2883,99350,2883,3,1
71488#2937,71488,2937,2,0
64991#4090,64991,4090,4,1
58499#2332,58499,2332,7,0
18409#2548,18409,2548,5,1
67887#1661,67887,1661,1,0
103323#4035,103323,4035,7,0
81807#2426,81807,2426,2,0
81807#168,81807,168,2,0
45545#4784,45545,4784,2,0
45545#2452,45545,2452,2,0
40893#2402,40893,2402,5,0
105111#833,105111,833,2,0
90248#1886,90248,1886,3,0
90248#1838,90248,1838,3,0
65720#1482,65720,1482,3,0
55923#4836,55923,4836,7,0
47671#1498,47671,1498,5,1
47671#4051,47671,4051,5,1
28197#4335,28197,4335,2,0
73979#3591,73979,3591,2,0
73979#1498,73979,1498,2,0
73979#2097,73979,2097,2,0
54743#4072,54743,4072,3,2
54743#3596,54743,3596,3,2
83740#3246,83740,3246,2,1
56214#1613,56214,1613,5,1
56214#4128,56214,4128,5,1
101127#1408,101127,1408,7,0
61988#250,61988,250,3,0
52504#3597,52504,3597,5,1
35084#1096,35084,1096,2,0
27932#3218,27932,3218,6,0
92589#4297,92589,4297,1,0
91291#2633,91291,2633,4,0
61651#1391,61651,1391,2,1
17718#4072,17718,4072,3,0
17718#2685,17718,2685,3,0
17718#44,17718,44,3,0
105395#1358,105395,1358,2,0
32675#4211,32675,4211,1,0
92532#2422,92532,2422,7,0
49480#3010,49480,3010,2,1
47812#3925,47812,3925,7,1
64176#4335,64176,4335,2,1
15528#2436,15528,2436,5,1
41419#2501,41419,2501,1,1
101710#3965,101710,3965,1,0
4273#4035,4273,4035,2,2
4273#3444,4273,3444,2,2
4273#333,4273,333,2,2
48851#3218,48851,3218,5,0
99688#1376,99688,1376,2,1
9951#4115,9951,4115,7,1
44046#4822,44046,4822,4,0
77528#1248,77528,1248,7,0
75721#2898,75721,2898,4,0
82394#1907,82394,1907,1,0
99320#1031,99320,1031,3,0
99320#3968,99320,3968,3,0
99320#1019,99320,1019,3,0
21299#2670,21299,2670,2,1
28022#501,28022,501,2,1
92073#841,92073,841,7,0
30677#939,30677,939,1,1
40478#4210,40478,4210,1,1
25818#2600,25818,2600,2,2
25818#3000,25818,3000,2,2
42758#2541,42758,2541,1,1
42758#4227,42758,4227,1,1
42758#2821,42758,2821,1,1
42758#637,42758,637,1,1
58329#2426,58329,2426,7,0
36017#1284,36017,1284,5,0
36017#1183,36017,1183,5,0
36017#811,36017,811,5,0
42251#3670,42251,3670,2,0
96784#251,96784,251,1,0
61432#3559,61432,3559,7,1
14472#1245,14472,1245,5,0
98857#1020,98857,1020,5,0
37539#1021,37539,1021,5,0
20781#4880,20781,4880,2,1
87026#2773,87026,2773,7,1
87026#3827,87026,3827,7,1
77936#4141,77936,4141,1,0
47414#4103,47414,4103,2,0
28173#2563,28173,2563,2,0
62876#1245,62876,1245,2,0
51395#814,51395,814,7,0
82798#1031,82798,1031,6,0
17327#4035,17327,4035,2,0
31327#1020,31327,1020,2,0
2680#251,2680,251,1,0
7703#999,7703,999,7,0
98618#168,98618,168,3,0
93550#4155,93550,4155,2,0
83322#814,83322,814,2,0
99010#4140,99010,4140,4,0
61621#3895,61621,3895,3,0
75227#1360,75227,1360,2,0
65624#5,65624,5,7,0
65624#270,65624,270,7,0
66949#4086,66949,4086,2,0
67264#2356,67264,2356,2,0
19416#4335,19416,4335,3,1
80089#1189,80089,1189,3,0
89448#4688,89448,4688,7,2
43260#1581,43260,1581,4,1
54159#4784,54159,4784,7,0
54159#3848,54159,3848,7,0
104802#2600,104802,2600,1,0
55558#1396,55558,1396,1,1
2670#3699,2670,3699,5,1
43554#4762,43554,4762,2,0
30120#2469,30120,2469,7,0
64284#3438,64284,3438,3,0
41893#3080,41893,3080,3,0
79664#2399,79664,2399,7,0
46569#3786,46569,3786,7,0
35488#4062,35488,4062,7,0
69562#4072,69562,4072,2,0
15517#129,15517,129,1,0
28669#1245,28669,1245,7,0
33445#3100,33445,3100,7,0
36631#4754,36631,4754,7,0
87553#3458,87553,3458,7,0
48619#4428,48619,4428,3,0
48619#1700,48619,1700,3,0
28543#2026,28543,2026,7,0
14948#4594,14948,4594,2,1
84041#4335,84041,4335,7,2
82506#3056,82506,3056,1,1
100766#2865,100766,2865,3,0
34484#3331,34484,3331,1,0
59952#4345,59952,4345,7,0
26065#3758,26065,3758,2,0
66185#844,66185,844,3,0
63858#2480,63858,2480,3,0
130#1897,130,1897,3,0
82995#2182,82995,2182,1,0
28890#3962,28890,3962,3,1
40737#2904,40737,2904,6,0
40737#2018,40737,2018,6,0
40737#3569,40737,3569,6,0
36459#1307,36459,1307,1,0
93626#3807,93626,3807,1,0
88235#122,88235,122,1,0
70506#3571,70506,3571,6,0
54527#119,54527,119,7,0
35063#962,35063,962,2,1
63739#4784,63739,4784,3,0
100045#2841,100045,2841,4,0
100045#3160,100045,3160,4,0
33353#2804,33353,2804,1,0
6611#652,6611,652,1,0
80136#209,80136,209,7,0
62084#2147,62084,2147,4,0
101499#431,101499,431,3,2
101499#4401,101499,4401,3,2
89791#4411,89791,4411,2,0
29689#845,29689,845,4,0
29689#4472,29689,4472,4,0
37044#4982,37044,4982,7,0
37481#5,37481,5,5,0
12448#4423,12448,4423,2,0
2784#1769,2784,1769,2,0
2784#823,2784,823,2,0
38141#4897,38141,4897,7,0
3703#244,3703,244,3,0
3703#4161,3703,4161,3,0
95659#3000,95659,3000,2,0
34775#2422,34775,2422,2,0
84197#1230,84197,1230,1,0
84197#2353,84197,2353,1,0
39662#3587,39662,3587,7,2
65426#218,65426,218,5,0
61529#3014,61529,3014,7,0
79500#4784,79500,4784,4,1
91560#1558,91560,1558,3,0
91406#1250,91406,1250,7,0
34328#2273,34328,2273,2,1
24009#872,24009,872,1,0
51124#3082,51124,3082,3,0
56059#4025,56059,4025,7,0
56059#845,56059,845,7,0
55191#3670,55191,3670,2,0
1172#2165,1172,2165,3,0
28600#3123,28600,3123,7,1
97260#4072,97260,4072,1,1
10591#2603,10591,2603,3,1
40599#1753,40599,1753,7,1
53062#4043,53062,4043,2,0
87858#1669,87858,1669,7,0
89580#2077,89580,2077,2,0
41846#2234,41846,2234,6,0
89649#4192,89649,4192,1,0
89649#2484,89649,2484,1,0
16369#1145,16369,1145,3,0
59799#1657,59799,1657,7,0
104918#2290,104918,2290,2,0
104918#2018,104918,2018,2,0
18670#2356,18670,2356,5,0
85482#974,85482,974,1,0
12553#2835,12553,2835,2,1
38382#31,38382,31,4,0
38382#1811,38382,1811,4,0
21870#2925,21870,2925,3,0
